항목ID,항목코드,항목코드명,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#9,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#10,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#11,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#12,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_05_009#13,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_001,1,예,,,
,2,아니오,,,
,9,무응답,,,
J_05_06_002,1, 매일,,,
,2, 1주일에 4-6회,,,
,3, 1주일에 2-3회,,,
,4, 1주일에 1회,,,
,5, 2-3주에 1회,,,
,6, 한달에 1회,,,
,7, 2-3달에 1회,,,
,8, 이보다 드물게,,,
J_05_06_007,1, 음주 시 거의 매번 챙겨 마신다,,,
,2, 음주 시 대체로 챙겨 마신다,,,
,3, 음주 시 가끔 챙겨 마신다,,,
,4, 음주 시 매우 드물게 챙겨 마신다,,,
J_05_06_008,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 회사 신뢰도,,,
,6, 맛/향,,,
,7, 건강/영양성분,,,
,8, 포장/용기 디자인,,,
,9, 추가증정행사,,,
,10," 매장(점원, 매장광고, 진열 등)",,,
,98, 기타,,,
,99, 없음,,,
J_05_06_009,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 회사 신뢰도,,,
,6, 맛/향,,,
,7, 건강/영양성분,,,
,8, 포장/용기 디자인,,,
,9, 추가증정행사,,,
,10," 매장(점원, 매장광고, 진열 등)",,,
,98, 기타,,,
,99, 없음,,,
J_05_06_010,1,전혀 없음,,,
,2,없음,,,
,3,보통,,,
,4,있음,,,
,5,매우 있음,,,
J_05_06_011#1,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#2,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#3,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#4,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#5,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#6,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#7,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#8,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#9,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#10,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#11,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#12,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_011#13,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_06_013#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#9,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#10,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#11,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#12,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_06_013#13,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_001,1,예,,,
,2,아니오,,,
,9,무응답,,,
J_05_18_005,1,예,,,
,2,아니오,,,
J_05_18_006,1,매일,,,
,2,1주일에 4-6회,,,
,3,1주일에 2-3회,,,
,4,1주일에 1회,,,
,5,2-3주에 1회,,,
,6,한달에 1회,,,
,7,2-3달에 1회,,,
,8,이보다 드물게,,,
,9,무응답,,,
J_05_18_009,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 회사 신뢰도,,,
,6, 맛/향,,,
,7, 함유성분,,,
,8, 포장/용기 디자인,,,
,9, 추가증정행사,,,
,10," 매장(점원, 매장광고, 진열 등)",,,
,11, 수원지(상수원),,,
,98, 기타,,,
,99, 없음,,,
J_05_18_010,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 회사 신뢰도,,,
,6, 맛/향,,,
,7, 함유성분,,,
,8, 포장/용기 디자인,,,
,9, 추가증정행사,,,
,10," 매장(점원, 매장광고, 진열 등)",,,
,11, 수원지(상수원),,,
,98, 기타,,,
,99, 없음,,,
J_05_18_011,1,전혀 없음,,,
,2,없음,,,
,3,보통,,,
,4,있음,,,
,5,매우 있음,,,
J_05_18_012#1,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#2,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#3,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#4,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#5,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#6,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#7,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#8,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#9,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#10,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#11,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#12,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_012#13,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_05_18_014#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
